Vendor SKU,Shape,Carat,Color,Fancy Color Description,Clarity,Cut,Depth,Table Percent,Polish,Crown Angle,Crown Height,Lower Half,Pavlilion Angle,Pavillion Depth,Star Length,Facet,Symmetry,Fluorescence,Measurements,Culet,Girdle,Cert Lab,Cert ID,Cert Lab 2,Cert ID 2,Vendor Price(Total),Vendor Price Per Carat,Memo Flag,Eye Clean,Milky,Brand,Inscription,Country Of Origin,Country of Manufacture ,Pic URL,Canada Mark,Rio Tinto,Comments
138740,Round,1.22,J,,SI2,Excellent,61.6,60,Excellent,35.5,14.5,80,41,,50,,Very Good,None,6.85 * 6.83 * 4.22,P,Medium,GIA,1358388605,,,3379.644,2770.2,No,Yes,No,Regular,,ISR,ISR,,,,
126508,Round,1.22,I,,SI2,Excellent,59,60,Excellent,32.5,12.5,75,40.8,,45,,Very Good,Medium Blue,7.00 * 6.93 * 4.11,P,Medium,GIA,2354910365,,,3744.6192,3069.36,No,Yes,No,Regular,,ISR,ISR,,,,
708289,Round,0.7,E,,IF,Excellent,62.4,56,Excellent,35.5,15.5,75,40.6,,50,,Excellent,None,5.68 * 5.64 * 3.53,P,Medium,GIA,1216159103,,,3444.336,4920.48,No,Yes,No,Regular,,ISR,ISR,,,,
415917,Round,0.24,F,,IF,Very Good,59.2,64,Very Good,31,10.5,75,41,,50,,Very Good,None,4.02 * 4.00 * 2.37,P,Medium,GIA,2307720928,,,377.6544,1573.56,No,Yes,No,Regular,,ISR,ISR,,,,
483697,Round,0.24,D,,IF,Excellent,60.9,60,Very Good,33.5,13.5,75,41.6,,50,,Excellent,None,4.05 * 4.03 * 2.46,P,Medium,GIA,5366381225,,,437.9184,1824.66,No,Yes,No,Regular,,ISR,ISR,,,,
429205,Round,0.26,E,,IF,Excellent,59.9,58,Very Good,33,13.5,75,40.8,,50,,Excellent,None,4.20 * 4.17 * 2.51,P,Medium,GIA,6311624782,,,461.3544,1774.44,No,Yes,No,Regular,,ISR,ISR,,,,
459020,Round,0.27,K,,VVS1,Excellent,61.7,58,Excellent,35.5,15,75,40.8,,50,,Excellent,None,4.18 * 4.15 * 2.57,P,Medium,GIA,2346313841,,,250.3386,927.18,No,Yes,No,Regular,,ISR,ISR,,,,
478497,Round,0.27,F,,VVS1,Excellent,57.8,62,Excellent,33,12,75,40.8,,45,,Excellent,None,4.30 * 4.27 * 2.47,P,Thin,GIA,7341935336,,,415.8216,1540.08,No,Yes,No,Regular,,ISR,ISR,,,,
400936,Round,0.27,D,,VVS1,Very Good,62.3,57,Very Good,36,15.5,80,41,,50,,Very Good,None,4.15 * 4.12 * 2.58,P,Medium,GIA,1313872661,,,429.381,1590.3,No,Yes,No,Regular,,ISR,ISR,,,,
439522,Round,0.27,F,,IF,Very Good,58.9,61,Excellent,31.5,12,75,40.6,,50,,Very Good,Faint Blue,4.23 * 4.19 * 2.48,P,Medium,GIA,1315452184,,,474.579,1757.7,No,Yes,No,Regular,,ISR,ISR,,,,
487482,Round,0.34,E,,VVS2,Excellent,62.7,57,Excellent,35,15,80,41.2,,50,,Excellent,None,4.46 * 4.43 * 2.79,P,Slightly Thick,GIA,1368093934,,,611.0208,1797.12,No,Yes,No,Regular,,ISR,ISR,,,,
460907,Round,0.34,D,,VVS2,Excellent,62.6,58,Very Good,35.5,15,80,41.2,,50,,Excellent,None,4.48 * 4.46 * 2.80,P,Slightly Thick,GIA,3355718408,,,627.1776,1844.64,No,Yes,No,Regular,,ISR,ISR,,,,
453828,Round,0.34,D,,VVS1,Excellent,61.8,58,Excellent,36,15,75,40.8,,50,,Excellent,None,4.49 * 4.47 * 2.77,P,Medium,GIA,5212222507,,,705.024,2073.6,No,Yes,No,Regular,,ISR,ISR,,,,
403624,Round,0.34,D,,IF,Excellent,61.8,59,Very Good,35.5,15,75,40.8,,50,,Excellent,None,4.50 * 4.48 * 2.77,P,Slightly Thick,GIA,2356702915,,,887.8896,2611.44,No,Yes,No,Regular,,ISR,ISR,,,,
422659,Round,0.34,D,,IF,Excellent,62.4,59,Excellent,36,15,75,41,,50,,Excellent,None,4.44 * 4.41 * 2.76,P,Medium,GIA,6365229367,,,959.4936,2822.04,No,Yes,No,Regular,,ISR,ISR,,,,
453495,Round,0.35,K,,VVS2,Excellent,61.8,57,Excellent,35,15,75,41.2,,45,,Excellent,Faint Blue,4.54 * 4.51 * 2.79,P,Medium,GIA,1216222515,,,306.18,874.8,No,Yes,No,Regular,,ISR,ISR,,,,
456751,Round,0.35,J,,IF,Excellent,59.7,61,Excellent,32.5,12.5,75,40.8,,50,,Excellent,None,4.58 * 4.55 * 2.73,P,Medium,GIA,7366118064,,,409.374,1169.64,No,Yes,No,Regular,,ISR,ISR,,,,
106582,Round,1.29,K,,IF,Excellent,62.4,56,Excellent,35.5,15.5,75,40.6,,50,,Excellent,None,6.95 * 6.91 * 4.32,P,Medium,GIA,6351899568,,,4458.24,3456,No,Yes,No,Regular,,ISR,ISR,,,,
131433,Round,1.3,J,,VS2,Excellent,62.9,55,Excellent,35,15.5,80,41.2,,50,,Excellent,None,6.99 * 6.94 * 4.38,P,Medium,GIA,6365312730,,,4390.308,3377.16,No,Yes,No,Regular,,ISR,ISR,,,,
147500,Round,1.37,J,,IF,Excellent,62.9,58,Excellent,35.5,15,80,41.2,,50,,Excellent,None,7.07 * 7.03 * 4.43,P,Medium,GIA,6355963004,,,5956.8696,4348.08,No,Yes,No,Regular,,ISR,ISR,,,,
440625,Round,0.4,K,,IF,Very Good,60.1,58,Excellent,32,13,75,40.4,,50,,Very Good,None,4.76 * 4.72 * 2.85,P,Slightly Thick,GIA,2346819537,,,385.776,964.44,No,Yes,No,Regular,,ISR,ISR,,,,
483132,Round,0.4,G,,SI2,Excellent,63.1,56,Excellent,36,16,80,41.2,,50,,Excellent,Faint Blue,4.69 * 4.67 * 2.96,P,Medium,GIA,1216213371,,,388.8,972,No,Yes,No,Regular,,ISR,ISR,,,,
263945,PEAR,0.4,J,,IF,,65.4,62,Excellent,0,0,0,0,,0,,Very Good,None,6.26 * 4.00 * 2.62,P,Thick,GIA,2317528815,,,396.576,991.44,No,Yes,No,Regular,,ISR,ISR,,,,
476799,Round,0.4,J,,VS2,Excellent,62.2,56,Excellent,36,16,80,40.6,,45,,Excellent,Medium Blue,4.74 * 4.70 * 2.94,P,Medium,GIA,1216160115,,,403.92,1009.8,No,Yes,No,Regular,,ISR,ISR,,,,
457281,Round,0.4,E,,SI2,Very Good,59.6,63,Very Good,31.5,11.5,75,41,,45,,Very Good,Faint Blue,4.76 * 4.73 * 2.83,P,Slightly Thick,GIA,2211223898,,,410.4,1026,No,Yes,No,Regular,,ISR,ISR,,,,
414057,Round,0.4,E,,SI2,Excellent,62.9,58,Excellent,35,15,75,41.4,,50,,Very Good,None,4.70 * 4.66 * 2.95,P,Medium,GIA,5366187061,,,426.816,1067.04,No,Yes,No,Regular,,ISR,ISR,,,,
918253,Round,0.9,J,,VS1,Very Good,64.7,58,Very Good,36.5,15.5,80,41,,50,,Very Good,Faint Blue,6.05 * 5.96 * 3.89,P,Slightly Thick,GIA,1355283554,,,2163.672,2404.08,No,Yes,No,Regular,,ISR,ISR,,,,
266534,Radiant,0.9,D,,SI1,,62.4,65,Excellent,0,0,0,0,,0,,Excellent,Medium Blue,6.24 * 5.22 * 3.26,P,Thick,GIA,1367161703,,,2280.312,2533.68,No,Yes,No,Regular,,ISR,ISR,,,,
938308,Round,0.9,J,,VS2,Excellent,63.2,58,Excellent,35,15,80,41.6,,45,,Very Good,None,6.16 * 6.10 * 3.87,P,Medium,GIA,7346954126,,,2293.92,2548.8,No,Yes,No,Regular,,ISR,ISR,,,,
945978,Round,0.9,F,,SI1,Good,66.2,54,Excellent,38.5,18.5,80,40.2,,50,,Good,Faint Blue,6.01 * 5.89 * 3.94,P,Slightly Thick,GIA,6342014346,,,2361.96,2624.4,No,Yes,No,Regular,,ISR,ISR,,,,
943523,Round,0.9,G,,SI1,Very Good,64.7,56,Very Good,38,17.5,80,40.4,,50,,Very Good,Medium Blue,6.05 * 5.97 * 3.89,P,Slightly Thick,GIA,1358718984,,,2429.028,2698.92,No,Yes,No,Regular,,ISR,ISR,,,,
281304,PEAR,0.9,F,,SI1,,60.6,56,Excellent,0,0,0,0,,0,,Excellent,None,8.22 * 5.55 * 3.36,P,Medium,GIA,6362177451,,,2512.62,2791.8,No,Yes,No,Regular,,ISR,ISR,,,,
932085,Round,0.9,K,,IF,Excellent,61.4,61,Excellent,35.5,14,80,40.8,,45,,Very Good,None,6.20 * 6.12 * 3.78,P,Slightly Thick,GIA,1348517511,,,2550.528,2833.92,No,Yes,No,Regular,,ISR,ISR,,,,
942906,Round,0.9,J,,VS2,Excellent,62.2,56,Excellent,35.5,15.5,80,40.6,,50,,Excellent,None,6.17 * 6.13 * 3.83,P,Slightly Thick,GIA,2211158888,,,2566.08,2851.2,No,Yes,No,Regular,,ISR,ISR,,,,
942386,Round,0.9,F,,SI1,Very Good,63,58,Very Good,36,15.5,80,40.8,,50,,Good,None,6.14 * 6.05 * 3.84,P,Medium,GIA,6352390788,,,2624.4,2916,No,Yes,No,Regular,,ISR,ISR,,,,
925604,Round,0.9,F,,SI2,Excellent,63,56,Very Good,34.5,15,75,41.2,,45,,Very Good,Faint Blue,6.15 * 6.10 * 3.86,P,Slightly Thick,GIA,2356719842,,,2649.672,2944.08,No,Yes,No,Regular,,ISR,ISR,,,,
922640,Round,0.9,J,,VVS1,Excellent,63.2,57,Very Good,35.5,15.5,80,41,,50,,Excellent,Strong Blue,6.13 * 6.10 * 3.86,P,Slightly Thick,GIA,5353382533,,,2682.72,2980.8,No,Yes,No,Regular,,ISR,ISR,,,,
921749,Round,0.9,J,,VVS1,Excellent,62.9,57,Very Good,35.5,15.5,80,41,,50,,Very Good,None,6.17 * 6.09 * 3.86,P,Medium,GIA,2357686365,,,2727.432,3030.48,No,Yes,No,Regular,,ISR,ISR,,,,
913066,Round,0.9,D,,SI1,Good,66.8,59,Excellent,38,16.5,75,41.8,,45,,Good,None,5.99 * 5.86 * 3.96,P,Slightly Thick,GIA,2357232858,,,2846.016,3162.24,No,Yes,No,Regular,,ISR,ISR,,,,
911391,Round,0.9,I,,IF,Very Good,60.3,61,Very Good,33,12.5,75,40.6,,50,,Very Good,None,6.20 * 6.15 * 3.72,P,Slightly Thick,GIA,6355686250,,,3083.184,3425.76,No,Yes,No,Regular,,ISR,ISR,,,,
936241,Round,0.9,H,,SI1,Excellent,62.4,56,Excellent,36,16,75,40.6,,50,,Excellent,None,6.18 * 6.15 * 3.85,P,Medium,GIA,2367313806,,,3125.952,3473.28,No,Yes,No,Regular,,ISR,ISR,,,,
927950,Round,0.9,F,,VS2,Excellent,59.6,62,Very Good,33,12.5,80,41,,50,,Excellent,None,6.27 * 6.23 * 3.72,P,Slightly Thick,GIA,7361187266,,,3676.104,4084.56,No,Yes,No,Regular,,ISR,ISR,,,,
931724,Round,0.9,D,,VS2,Excellent,60.8,61,Excellent,32.5,12.5,80,41.6,,50,,Very Good,Faint Blue,6.23 * 6.19 * 3.78,P,Slightly Thick,GIA,5353390806,,,3810.24,4233.6,No,Yes,No,Regular,,ISR,ISR,,,,
940518,Round,0.9,F,,VVS1,Excellent,63.4,58,Excellent,35,15,80,41.6,,50,,Excellent,Medium Blue,6.13 * 6.08 * 3.87,P,Slightly Thick,GIA,1348719501,,,4653.936,5171.04,No,Yes,No,Regular,,ISR,ISR,,,,
930208,Round,0.9,F,,IF,Very Good,64,58,Excellent,38,16.5,75,40.4,,50,,Very Good,None,6.08 * 5.99 * 3.86,P,Slightly Thick,GIA,1343929777,,,4739.472,5266.08,No,Yes,No,Regular,,ISR,ISR,,,,
935203,Round,0.9,E,,IF,Very Good,64.6,56,Excellent,37.5,17,80,40.2,,45,,Very Good,Faint Blue,6.04 * 5.97 * 3.88,P,Slightly Thick,GIA,1337106923,,,5254.632,5838.48,No,Yes,No,Regular,,ISR,ISR,,,,
922846,Round,0.9,D,,VVS1,Very Good,62.8,57,Excellent,36,15.5,80,40.6,,45,,Very Good,None,6.17 * 6.08 * 3.85,P,Medium,GIA,3355382525,,,5769.792,6410.88,No,Yes,No,Regular,,ISR,ISR,,,,
921731,Round,0.9,F,,IF,Excellent,63.6,57,Excellent,36.5,16,80,41.2,,50,,Excellent,None,6.14 * 6.08 * 3.88,P,Medium,GIA,1355537536,,,5812.56,6458.4,No,Yes,No,Regular,,ISR,ISR,,,,
491776,Round,0.2,D,,VVS2,Very Good,59.6,64,Excellent,31,11,75,41.4,,50,,Very Good,None,3.79 * 3.76 * 2.25,P,Slightly Thick,GIA,1307720929,,,280.8,1404,No,Yes,No,Regular,,ISR,ISR,,,,
455677,Round,0.2,D,,VVS2,Very Good,61.6,64,Excellent,32,11,75,42.2,,50,,Very Good,None,3.76 * 3.70 * 2.30,P,Medium,GIA,6285703844,,,280.8,1404,No,Yes,No,Regular,,ISR,ISR,,,,
498315,Round,0.2,D,,VVS1,Very Good,61.5,58,Very Good,34,14.5,75,40.2,,50,,Very Good,None,3.74 * 3.72 * 2.29,P,Slightly Thick,GIA,6311719274,,,286.416,1432.08,No,Yes,No,Regular,,ISR,ISR,,,,
487731,Round,0.2,D,,VVS1,Very Good,62.5,63,Very Good,34.5,12.5,75,41.8,,50,,Very Good,None,3.72 * 3.67 * 2.31,P,Slightly Thick,GIA,1307692618,,,286.416,1432.08,No,Yes,No,Regular,,ISR,ISR,,,,
472309,Round,0.2,E,,VVS1,Excellent,62.1,56,Excellent,33.5,14.5,75,41.6,,45,,Excellent,None,3.79 * 3.76 * 2.34,P,Medium,GIA,7311915922,,,297.648,1488.24,No,Yes,No,Regular,,ISR,ISR,,,,
423777,Round,0.2,E,,VVS1,Very Good,60.5,65,Excellent,32,11,75,42,,50,,Very Good,None,3.78 * 3.75 * 2.28,P,Slightly Thick,GIA,7318396425,,,297.648,1488.24,No,Yes,No,Regular,,ISR,ISR,,,,
454850,Round,0.2,D,,IF,Very Good,62.4,61,Excellent,33.5,13,75,42.2,,50,,Very Good,None,3.78 * 3.74 * 2.35,P,Slightly Thick,GIA,6312652055,,,370.656,1853.28,No,Yes,No,Regular,,ISR,ISR,,,,
441347,Round,0.2,D,,IF,Excellent,62.6,57,Excellent,35,15,75,41.2,,55,,Very Good,None,3.75 * 3.70 * 2.33,P,Medium,GIA,6315750689,,,418.392,2091.96,No,Yes,No,Regular,,ISR,ISR,,,,
446589,Round,0.21,F,,VVS2,Excellent,61.5,59,Very Good,35,14.5,75,40.8,,50,,Very Good,None,3.84 * 3.80 * 2.35,P,Medium,GIA,5313914644,,,259.4592,1235.52,No,Yes,No,Regular,,ISR,ISR,,,,
442113,Round,0.21,D,,VVS1,Very Good,62.1,57,Very Good,35.5,15.5,75,40.4,,45,,Very Good,Medium Blue,3.83 * 3.81 * 2.37,P,Medium,GIA,2314475848,,,291.8916,1389.96,No,Yes,No,Regular,,ISR,ISR,,,,
419319,Round,0.21,D,,VVS1,Very Good,60.5,60,Excellent,32.5,12.5,75,40.8,,50,,Very Good,None,3.83 * 3.80 * 2.31,P,Slightly Thick,GIA,1309817363,,,300.7368,1432.08,No,Yes,No,Regular,,ISR,ISR,,,,
427890,Round,0.21,E,,VVS1,Very Good,64.2,58,Excellent,36.5,15.5,80,41.6,,50,,Very Good,None,3.76 * 3.73 * 2.41,P,Slightly Thick,GIA,3315217813,,,303.6852,1446.12,No,Yes,No,Regular,,ISR,ISR,,,,
407437,Round,0.23,K,,VVS1,Excellent,62,57,Excellent,35,15,75,40.8,,50,,Excellent,Faint Blue,3.93 * 3.91 * 2.43,P,Medium,GIA,6301317690,,,194.2488,844.56,No,Yes,No,Regular,,ISR,ISR,,,,
464556,Round,0.23,H,,VVS1,Excellent,62.9,57,Excellent,34,14.5,75,41.8,,50,,Excellent,None,3.93 * 3.92 * 2.47,P,Medium,GIA,7313522310,,,257.094,1117.8,No,Yes,No,Regular,,ISR,ISR,,,,
408475,Round,0.23,G,,VS1,Excellent,60.7,60,Excellent,33.5,13.5,80,41.2,,50,,Excellent,Faint Blue,3.99 * 3.98 * 2.42,P,Medium,GIA,6325004814,,,264.4954,1149.98,No,Yes,No,Regular,,ISR,ISR,,,,
449587,Round,0.23,F,,VS1,Excellent,62.5,57,Very Good,36.5,16,80,40.8,,45,,Very Good,None,3.93 * 3.89 * 2.44,P,Medium,GIA,1313629368,,,279.6731,1215.97,No,Yes,No,Regular,,ISR,ISR,,,,
411649,Round,0.23,E,,VVS1,Very Good,63.5,59,Very Good,36.5,15,75,40.8,,50,,Good,None,3.86 * 3.81 * 2.43,P,Slightly Thick,GIA,6281665372,,,284.9148,1238.76,No,Yes,No,Regular,,ISR,ISR,,,,
410683,Round,0.23,F,,VVS1,Very Good,64.7,56,Excellent,38,17.5,75,40.6,,50,,Good,None,3.87 * 3.80 * 2.48,P,Medium,GIA,7311429857,,,288.765,1255.5,No,Yes,No,Regular,,ISR,ISR,,,,
402823,Round,0.23,E,,VVS2,Very Good,63.6,58,Excellent,36,15.5,75,41,,50,,Excellent,None,3.89 * 3.87 * 2.47,P,Slightly Thick,GIA,6311652027,,,296.4654,1288.98,No,Yes,No,Regular,,ISR,ISR,,,,
420640,Round,0.23,E,,VVS1,Very Good,64.3,58,Excellent,36.5,15.5,75,41.4,,50,,Very Good,None,3.86 * 3.81 * 2.47,P,Medium,GIA,6312408815,,,300.3156,1305.72,No,Yes,No,Regular,,ISR,ISR,,,,
420019,Round,0.23,F,,VVS2,Excellent,60.9,61,Excellent,32.5,12.5,75,41.6,,50,,Very Good,None,3.97 * 3.93 * 2.41,P,Medium,GIA,3315455470,,,308.016,1339.2,No,Yes,No,Regular,,ISR,ISR,,,,
453719,Round,0.23,F,,VVS2,Excellent,59.4,60,Excellent,33.5,13,75,40.8,,50,,Very Good,None,4.02 * 3.99 * 2.38,P,Thin,GIA,5313967216,,,308.016,1339.2,No,Yes,No,Regular,,ISR,ISR,,,,
483041,Round,0.23,D,,VS1,Excellent,62.6,56,Excellent,33,14,75,41.4,,50,,Excellent,Faint Blue,3.93 * 3.90 * 2.45,P,Medium,GIA,2296322668,,,310.7484,1351.08,No,Yes,No,Regular,,ISR,ISR,,,,
464744,Round,0.23,J,,IF,Excellent,60.4,61,Excellent,33,12.5,80,41.2,,50,,Excellent,None,3.96 * 3.94 * 2.39,P,Medium,GIA,6282496283,,,310.9715,1352.05,No,Yes,No,Regular,,ISR,ISR,,,,
479086,Round,0.23,D,,VVS2,Very Good,61.8,62,Excellent,31.5,11.5,75,42.2,,50,,Very Good,Faint Blue,3.92 * 3.88 * 2.41,P,Slightly Thick,GIA,6282623311,,,315.7164,1372.68,No,Yes,No,Regular,,ISR,ISR,,,,
456067,Round,0.23,D,,VVS1,Good,63.6,64,Very Good,35,13,75,42.2,,50,,Good,None,3.89 * 3.79 * 2.44,P,Slightly Thick,GIA,5313491526,,,315.7164,1372.68,No,Yes,No,Regular,,ISR,ISR,,,,
416415,Round,0.23,E,,VVS1,Very Good,64.4,56,Good,35.5,16,75,40.8,,50,,Very Good,None,3.84 * 3.81 * 2.46,P,Slightly Thick,GIA,2317429666,,,315.7164,1372.68,No,Yes,No,Regular,,ISR,ISR,,,,
494647,Round,0.23,D,,VVS2,Excellent,61.4,61,Excellent,34,13.5,80,41.6,,50,,Excellent,Medium Blue,3.95 * 3.94 * 2.42,P,Medium,GIA,6291318072,,,323.4168,1406.16,No,Yes,No,Regular,,ISR,ISR,,,,
442724,Round,0.3,K,,SI2,Excellent,62.6,58,Excellent,36,15.5,80,41.2,,50,,Excellent,Faint Blue,4.28 * 4.24 * 2.67,P,Medium,GIA,1355943533,,,220.968,736.56,No,Yes,No,Regular,,ISR,ISR,,,,
417952,Round,0.3,G,,SI2,Excellent,62.6,58,Excellent,34,14,75,41.8,,50,,Very Good,None,4.31 * 4.25 * 2.68,P,Thin,GIA,7348125249,,,228.42,761.4,No,Yes,No,Regular,,ISR,ISR,,,,
497650,Round,0.3,J,,SI1,Excellent,62.2,57,Excellent,35.5,15,80,41,,50,,Excellent,Faint Blue,4.30 * 4.28 * 2.67,P,Medium,GIA,6365189898,,,235.872,786.24,No,Yes,No,Regular,,ISR,ISR,,,,
458639,Round,0.3,J,,VVS2,Excellent,60.4,59,Excellent,34,14,75,40.6,,50,,Excellent,Medium Blue,4.34 * 4.32 * 2.61,P,Medium,GIA,6362226712,,,242.352,807.84,No,Yes,No,Regular,,ISR,ISR,,,,
471213,Round,0.3,K,,VS1,Excellent,63.3,56,Excellent,36.5,16.5,80,41,,50,,Very Good,None,4.27 * 4.24 * 2.69,P,Medium,GIA,6361039716,,,240.408,801.36,No,Yes,No,Regular,,ISR,ISR,,,,
465109,Round,0.3,G,,SI2,Excellent,62.2,60,Excellent,35,14,75,41.4,,50,,Excellent,None,4.31 * 4.29 * 2.67,P,Medium,GIA,2356961310,,,247.86,826.2,No,Yes,No,Regular,,ISR,ISR,,,,
476072,Round,0.3,J,,VVS2,Good,65.3,56,Excellent,37,17,75,40.8,,50,,Very Good,None,4.17 * 4.13 * 2.71,P,Slightly Thick,GIA,2354971916,,,253.368,844.56,No,Yes,No,Regular,,ISR,ISR,,,,
285091,EMERALD,0.3,H,,VVS1,,64.7,61,Good,0,0,0,0,,0,,Good,None,4.80 * 3.18 * 2.06,P,Thick,GIA,6365309923,,,254.016,846.72,No,Yes,No,Regular,,ISR,ISR,,,,
465376,Round,0.3,J,,VVS1,Good,62.7,59,Very Good,38,16,75,39.8,,55,,Good,Faint Blue,4.21 * 4.17 * 2.63,P,Medium,GIA,6362311620,,,256.608,855.36,No,Yes,No,Regular,,ISR,ISR,,,,
406629,Round,0.3,K,,IF,Excellent,62.8,60,Excellent,34,13.5,80,41.8,,50,,Very Good,Strong Blue,4.28 * 4.22 * 2.67,P,Medium,GIA,2364095859,,,264.384,881.28,No,Yes,No,Regular,,ISR,ISR,,,,
455898,Round,0.3,I,,SI2,Excellent,61.2,59,Excellent,32,13,75,41.4,,50,,Excellent,None,4.32 * 4.29 * 2.64,P,Slightly Thick,GIA,2356968381,,,263.088,876.96,No,Yes,No,Regular,,ISR,ISR,,,,
486959,Round,0.3,J,,VVS1,Excellent,62.7,57,Excellent,35,15,80,41.2,,50,,Excellent,None,4.27 * 4.24 * 2.67,P,Medium,GIA,6365311703,,,268.272,894.24,No,Yes,No,Regular,,ISR,ISR,,,,
410602,Round,0.31,D,,VVS1,Excellent,58.7,61,Excellent,32.5,12.5,75,40.8,,50,,Excellent,Faint Blue,4.48 * 4.45 * 2.62,P,Thin,GIA,7356961316,,,592.596,1911.6,No,Yes,No,Regular,,ISR,ISR,,,,
499622,Round,0.31,D,,IF,Excellent,62.4,57,Very Good,35,15.5,80,41.2,,45,,Excellent,None,4.34 * 4.32 * 2.70,P,Medium,GIA,6355014570,,,796.4892,2569.32,No,Yes,No,Regular,,ISR,ISR,,,,
426993,Round,0.31,D,,IF,Excellent,60.3,60,Excellent,33.5,13.5,80,40.8,,45,,Excellent,Faint Blue,4.40 * 4.38 * 2.65,P,Medium,GIA,6213171253,,,861.7752,2779.92,No,Yes,No,Regular,,ISR,ISR,,,,
495984,Round,0.33,K,,VVS2,Excellent,62.5,57,Excellent,36,15.5,80,40.6,,50,,Excellent,Faint Blue,4.42 * 4.40 * 2.76,P,Slightly Thick,GIA,6365191752,,,240.57,729,No,Yes,No,Regular,,ISR,ISR,,,,
448971,Round,0.33,H,,SI2,Excellent,62.9,55,Excellent,36.5,16.5,80,40.6,,50,,Excellent,Faint Blue,4.43 * 4.40 * 2.78,P,Medium,GIA,6351967489,,,272.646,826.2,No,Yes,No,Regular,,ISR,ISR,,,,
490538,Round,0.33,K,,VVS1,Excellent,62,58,Excellent,35.5,15,75,40.8,,45,,Excellent,Medium Blue,4.42 * 4.40 * 2.73,P,Medium,GIA,6365170609,,,273.7152,829.44,No,Yes,No,Regular,,ISR,ISR,,,,
402444,Round,0.33,K,,VVS1,Excellent,61.5,58,Excellent,36,15.5,80,40.6,,50,,Excellent,Medium Blue,4.47 * 4.45 * 2.74,P,Medium,GIA,5366230984,,,273.7152,829.44,No,Yes,No,Regular,,ISR,ISR,,,,
437264,Round,0.33,K,,VVS1,Excellent,62.4,56,Excellent,35.5,15.5,80,40.6,,50,,Excellent,Strong Blue,4.40 * 4.38 * 2.74,P,Slightly Thick,GIA,2367226781,,,273.7152,829.44,No,Yes,No,Regular,,ISR,ISR,,,,
429930,Round,0.33,J,,VVS2,Excellent,62.6,56,Excellent,35.5,15.5,80,40.8,,50,,Excellent,Medium Blue,4.42 * 4.39 * 2.76,P,Medium,GIA,3365230967,,,278.7048,844.56,No,Yes,No,Regular,,ISR,ISR,,,,
408635,Round,0.33,J,,VVS2,Very Good,62.7,56,Excellent,35.5,15.5,75,40.8,,50,,Excellent,Strong Blue,4.41 * 4.38 * 2.75,P,Medium,GIA,1363224372,,,296.8812,899.64,No,Yes,No,Regular,,ISR,ISR,,,,
416680,Round,0.33,K,,VVS1,Excellent,62.5,56,Excellent,35,15.5,80,41,,50,,Excellent,None,4.44 * 4.42 * 2.77,P,Medium,GIA,6362228406,,,296.5248,898.56,No,Yes,No,Regular,,ISR,ISR,,,,
487572,Round,0.33,J,,IF,Excellent,63,56,Excellent,35.5,16,80,40.8,,50,,Excellent,None,4.40 * 4.38 * 2.77,P,Medium,GIA,2368307740,,,365.6664,1108.08,No,Yes,No,Regular,,ISR,ISR,,,,
452243,Round,0.36,D,,VVS2,Excellent,62.7,56,Excellent,35.5,16,80,40.6,,50,,Excellent,None,4.56 * 4.53 * 2.85,P,Medium,GIA,6362263685,,,860.0256,2388.96,No,Yes,No,Regular,,ISR,ISR,,,,
435097,Round,0.37,K,Faint Brown,VS1,Excellent,62.6,59,Excellent,34.5,14,75,41.8,,45,,Excellent,Medium Blue,4.60 * 4.58 * 2.87,P,Medium,GIA,5366229174,,,262.9368,710.64,No,Yes,No,Regular,,ISR,ISR,,,,
278803,HEART,0.37,J,,VS2,,62.6,59,Very Good,0,0,0,0,,0,,Good,None,4.27 * 4.98 * 3.12,P,Medium,GIA,2356763990,,,347.652,939.6,No,Yes,No,Regular,,ISR,ISR,,,,
282320,EMERALD,0.37,E,,VVS2,,61.6,63,Very Good,0,0,0,0,,0,,Good,Faint Blue,4.75 * 3.53 * 2.18,P,Very Thick,GIA,3345036886,,,387.2124,1046.52,No,Yes,No,Regular,,ISR,ISR,,,,
400464,Round,0.37,K,,IF,Excellent,62.2,56,Excellent,35.5,15.5,80,40.6,,50,,Excellent,Faint Blue,4.61 * 4.57 * 2.85,P,Medium,GIA,6362231268,,,387.2124,1046.52,No,Yes,No,Regular,,ISR,ISR,,,,
452680,Round,0.37,K,,IF,Excellent,63.5,56,Excellent,36.5,16.5,80,41,,50,,Excellent,Faint Blue,4.58 * 4.55 * 2.90,P,Medium,GIA,1359793438,,,394.0056,1064.88,No,Yes,No,Regular,,ISR,ISR,,,,
454083,Round,0.37,J,,IF,Excellent,60.1,59,Excellent,34,13.5,75,40.6,,50,,Excellent,Faint Blue,4.68 * 4.66 * 2.81,P,Medium,GIA,2366117769,,,417.582,1128.6,No,Yes,No,Regular,,ISR,ISR,,,,
264887,EMERALD,0.37,D,,VVS1,,65.5,57,Very Good,0,0,0,0,,0,,Very Good,Faint Blue,4.95 * 3.41 * 2.23,P,Thick,GIA,2356718487,,,477.9216,1291.68,No,Yes,No,Regular,,ISR,ISR,,,,
489972,Round,0.39,E,,VVS2,Excellent,61.5,56,Excellent,34,15,75,40.6,,45,,Excellent,Faint Blue,4.72 * 4.69 * 2.89,P,Medium,GIA,2357758765,,,733.7304,1881.36,No,Yes,No,Regular,,ISR,ISR,,,,
